username,likes,comments,text,hashtags,date
companhiadasletras,15900,149,"AILTON KRENAK NA ABL 🌱

Nesta sexta (05), o ativista, filósofo e escritor Ailton Krenak toma posse na Academia Brasileira de Letras (@abletras_oficial). Primeiro indígena eleito imortal da ABL, Ailton foi eleito em outubro de 2023 e assumirá a cadeira número cinco, que pertencia anteriormente ao acadêmico José Murilo de Carvalho. 

O autor de “Ideias para adiar o fim do mundo”, “A vida não é útil” e “Futuro ancestral” – os dois últimos com pesquisa e organização de @mritacarelli – ainda é comendador da Ordem de Mérito Cultural da Presidência da República e doutor honoris causa pela Universidade Federal de Minas Gerais e pela Universidade Federal de Juiz de Fora.

💬 ""Eu vejo a importância em ser uma dessas pessoas que podem expressar a diversidade da cultura. E, como é uma Academia Brasileira de Letras, espero que a gente consiga ampliar o horizonte do que seja letras."" – Ailton Krenak, 2023. 

📚 “Ideias para adiar o fim do mundo”, “A vida não é útil” e “Futuro ancestral” estão disponíveis nas livrarias e lojas on-line. Garanta os seus!

#ailtonkrenak #academiabrasileiradeletras #nãoficção #literaturabrasileira","['ailtonkrenak', 'academiabrasileiradeletras', 'nãoficção', 'literaturabrasileira']",2024-04-03 21:00:15
companhiadasletras,38,1,"UMA COMBINAÇÃO DE HISTÓRIA, FICÇÃO E MITOS FORMADORES DA CULTURA JUDAICO-CRISTÃ ✨

Livro ganhador do prêmio APCA de 1980 e um dos melhores livros de temática judaica segundo o National Yiddish Book Center, ""O CENTAURO NO JARDIM"" ganhou nova edição! De Moacyr Scliar, um romance que evidencia a dualidade da vida em sociedade, em que é preciso harmonizar individualismo e coletividade. Já nas livrarias!

📚 Sobre o livro:
No interior do Rio Grande do Sul, na pacata família Tartakovsky, nasce um centauro: um ser metade homem, metade cavalo. Quarto filho de um casal de imigrantes judeus russos, Guedali cresce excluído da sociedade. Numa narrativa provocadora, ele rememora sua vida desde o nascimento em Quatro Irmãos, passando pela juventude em Porto Alegre, sua fuga de casa, uma temporada em que foi atração de circo, a descoberta do amor até chegar ao Marrocos, onde realiza uma cirurgia para curar a si e sua companheira de seus problemas de nascença.

Moacyr Scliar faz uma metáfora sobre a identidade individual e coletiva no judaísmo, a inadequação e o ser estrangeiro, mas também coloca em evidência o conflito de uma classe média brasileira confusa e angustiada com o destino do país ainda sob regime militar.

🎨 Capa de Kiko Farkas e Máquina Estúdio (@kikofarkas.maquina)

#ocentauronojardim #novaedição #moacyrscliar #literaturanacional #literatura #leiabrasil #lançamento","['ocentauronojardim', 'novaedição', 'moacyrscliar', 'literaturanacional', 'literatura', 'leiabrasil', 'lançamento']",2024-04-03 19:00:10
companhiadasletras,15929,110,"DOIS ANOS SEM LYGIA FAGUNDES TELLES 

Considerada uma das mais importantes escritoras brasileiras, Lygia Fagundes Telles nos deixou em 3 de abril de 2022. Nascida em São Paulo, publicou ainda na adolescência o seu primeiro livro de contos, ""Porão e sobrado"" (1938). Estudou direito e educação física antes de se dedicar exclusivamente à literatura. Foi eleita para a Academia Brasileira de Letras em 1985 e em 2005 recebeu o Prêmio Camões, o mais importante da literatura de língua portuguesa. 

📚 Admirada pela força de suas personagens femininas e pela contundência de suas histórias breves, Lygia publicou uma dezena de livros essenciais, todos publicados pela Companhia. Entre os títulos, estão clássicos modernos como ""As meninas"", ""Ciranda de pedra"" e ""Seminário dos ratos"". 

💬 ""Já que é preciso aceitar a vida, que seja então corajosamente."" — Lygia Fagundes Telles em ""Ciranda de pedra""

📖 Conte para nós nos comentários: qual é seu livro favorito da autora? 

📸 Adriana Vechi

#lygiafagundestelles #literatura #prêmiocamões #literaturanacional #literaturacontemporânea","['lygiafagundestelles', 'literatura', 'prêmiocamões', 'literaturanacional', 'literaturacontemporânea']",2024-04-03 17:00:26
companhiadasletras,1922,145,"🔎 COMPANHIA NO NORDESTE | CONHEÇA O NOVO CENTRO DE DISTRIBUIÇÃO

Nos últimos anos, a Companhia das Letras tem se dedicado à formação de um catálogo mais diverso, na expansão de fronteiras e na promoção de autores com diferentes histórias e perspectivas.

Em busca de aumentar a presença da editora nos quatro cantos do país, apresentamos o nosso Centro de Distribuição da Companhia em Jaboatão dos Guararapes, Pernambuco. No vídeo, conheça o projeto do primeiro espaço logístico do mercado editorial fora do Sudeste. 

📦 O Centro de Distribuição conta com uma área de 2 mil metros quadrados, onde serão depositadas histórias para serem entregues com maior eficiência em todo o Nordeste. Alagoas, Ceará, Maranhão, Paraíba, Pernambuco, Piauí, Rio Grande do Norte e Sergipe terão acesso direto aos mais de 5.000 títulos do nosso catálogo. Por questões de eficiência e sustentabilidade, a Bahia segue atendida pelo depósito em Guarulhos.

O envio dos livros ao novo Centro de Distribuição acontecerá por via marítima, através do sistema de cabotagem, o que resulta a uma significativa redução das emissões de CO2, respeitando o compromisso da editora com o meio ambiente.

🔔 Ative o sininho das publicações e fique por dentro das ações da Companhia das Letras 

#companhiadasletras #centrodedistribuição #nordeste #pordentrodacompanhia","['companhiadasletras', 'centrodedistribuição', 'nordeste', 'pordentrodacompanhia']",2024-04-03 15:30:58
companhiadasletras,740,11,"RAPHAEL MONTES EM CURITIBA 💫 

Neste domingo (07), o autor Raphael Montes (@raphael_montes) estará no Shopping Palladium, Livrarias Curitibas (@grupolivrariascuritiba), para um bate-papo e sessão de autógrafos do livro ""Uma família feliz"". Confira as regras de distribuição de senhas e número de exemplares no post. Esperamos vocês! 

📚 Sobre ""Uma família feliz""
Uma história original de Raphael Montes deu origem ao livro e ao longa-metragem com Grazi Massafera e Reynaldo Gianecchini e direção de José Eduardo Belmonte. Na narrativa, o mestre do suspense desbrava as tensões das relações familiares e do mundo de aparências de um condomínio perfeito, em uma trama complexa sobre infância e maternidade. 

🔔 DOMINGO (07/04), às 15h | Lançamento e autógrafos do livro “UMA FAMÍLIA FELIZ"", nas Livrarias Curitiba, Shopping Palladium – CURITIBA (PR). 

#raphaelmontes #umafamíliafeliz #literatura #evento #literaturacontemporânea #lançamento","['raphaelmontes', 'umafamíliafeliz', 'literatura', 'evento', 'literaturacontemporânea', 'lançamento']",2024-04-03 13:00:20
companhiadasletras,326,1,"#LerParaNãoEsquecer | A cronologia do golpe: 2 de abril de 1964

Planejada desde o fim de março de 1964 para dar seguimento às “Marchas da Família com Deus pela Liberdade” que haviam começado em São Paulo – e vinham ocorrendo em diferentes cidades do país –, a edição do Rio de Janeiro já tinha data, hora, local e trajeto marcados: 2 de abril, às 16 horas, saindo da praça da Igreja da Candelária rumo à Esplanada do Castelo. 

“Venha conosco. Marche conosco ao lado de Deus e do espírito dos nossos heróis da liberdade!”, dizia o convite publicado nos jornais. Só que um conjunto de detalhes aconteceram entre a organização e a realização do evento: um levante militar adiantou o relógio do golpe, João Goulart foi deposto em sessão do Congresso Nacional e o deputado Ranieri Mazzilli tomou posse como presidente interino da República. 

Foi assim que, a multidão de 1 milhão de pessoas que se espremeu na Avenida Rio Branco naquela tarde de quinta-feira, acabou comparecendo não apenas para acompanhar a edição carioca da “Marcha da Família com Deus pela Liberdade”, mas para comemorar a queda de Jango naquela que passava a ser chamada de “Marcha da Vitória”. 

📚 PARA LER E NÃO ESQUECER:

""ALMANAQUE 1964"", de Ana Maria Baiana | Um passeio delicioso e instrutivo sobre um tempo que ajudou a definir com violência e paixão o mundo de hoje.

📖 Com o mote #LerParaNãoEsquecer, esta campanha busca relembrar, com olhar crítico e atento, um passado não tão recente de nossa história, cujas consequências sentimos até hoje.

✒️ Conteúdo e consultoria: Danilo Marques

#ditaduranuncamais #60anosdogolpe","['LerParaNãoEsquecer', 'LerParaNãoEsquecer', 'ditaduranuncamais', '60anosdogolpe']",2024-04-03 01:00:39
companhiadasletras,1306,3,"100 ANOS DO MANIFESTO PAU-BRASIL ⚡️ 

Em março de 1924, Oswald de Andrade publicava o Manifesto da Poesia Pau-Brasil no Correio da Manhã. O texto de quase sete mil caracteres mudava os rumos da literatura brasileira, apresentando um novo idioma brasileiro com foco na tradição coloquial. Na galeria, saiba mais sobre o Manifesto e sobre o legado do autor. 

📚 Sobre Oswald de Andrade 
José Oswald de Sousa de Andrade nasceu em São Paulo, em 1890, e morreu na mesma cidade em 1954. Figura de proa do modernismo, escreveu manifestos, poemas, romances, peças teatrais, crônicas e ensaios. Sua obra ganharia ressonância ao longo do século XX, influenciando outros movimentos artísticos, como o concretismo e a tropicália, e ajudando a fecundar, já no século XXI, a melhor produção reflexiva sobre o Brasil. A Companhia publicou os livros ""Diário confessional"", ""Manifesto antropofágico e outros textos"" (@penguincompanhia), ""Serafim Ponte Grande"", entre outros. 

#oswalddeandrade #manifestopaubrasil #movimentopaubrasil #modernismo #literatura #poesia","['oswalddeandrade', 'manifestopaubrasil', 'movimentopaubrasil', 'modernismo', 'literatura', 'poesia']",2024-04-02 21:00:36
companhiadasletras,701,6,"SE GOSTOU DESSAS HISTÓRIAS, VAI GOSTAR DE ""É A ALES"" ⚡️

Do vencedor do Nobel de literatura 2023, ""É A ALES"" é uma obra-prima visionária, onde Jon Fosse oferece uma reflexão assombrosa sobre o amor, a perda e o legado de nossos antepassados. Uma narrativa hipnótica de um dos grandes nomes da ficção literária norueguesa, que tenta reproduzir o silêncio e o indizível a cada nova obra que escreve. Já nas livrarias!

📚 Conheça:
Signe está deitada em um banco de sua casa no fiorde e tem uma visão de si mesma há mais de vinte anos: parada na janela esperando por seu marido Asle, no fatídico dia de novembro quando ele saiu com seu barco e nunca mais voltou. Suas memórias se ampliam para incluir a vida do casal e mais: os laços de família e os dramas que remontam a cinco gerações, até Ales, a trisavó de Asle. Na prosa vívida e alucinante que fez de Jon Fosse um dos mais destacados autores contemporâneos, esses momentos ― assim como os fantasmas do presente e do passado ― coexistem no mesmo espaço.

📝 Tradução de Guilherme da Silva Braga

#bookstagram #bookgram #literatura #éaales #jonfosse #companhiadasletras #literaturamundial #nobelprize","['bookstagram', 'bookgram', 'literatura', 'éaales', 'jonfosse', 'companhiadasletras', 'literaturamundial', 'nobelprize']",2024-04-02 19:00:42
companhiadasletras,1787,24,"5 LIVROS ESSENCIAIS DE HELOISA STARLING ✨

Historiadora, cientista política e professora titular-livre da Universidade Federal de Minas Gerais (UFMG), Heloisa Murgel Starling é pesquisadora imprescindível da ditadura e da república brasileira. Nesta semana, ela esteve no programa Roda Viva (@rodaviva_tvcultura) para falar sobre os 60 anos do golpe de 1964. Na galeria, recomendamos cinco livros essenciais para se aprofundar na obra da autora. 

📚 ""A máquina do golpe""
📚 ""Brasil: uma biografia"" (com Lilia M. Schwarcz)
📚 ""Ser republicano no Brasil Colônia""
📚 ""Linguagem da destruição"" (com Miguel Lago e Newton Bignotto)
📚 ""A bailarina da morte"" (com Lilia M. Schwarcz)

💬 Nos conte nos comentários: qual é o seu livro favorito da autora?

#heloisastarling #nãoficção #história #ciênciaspolíticas #amáquinadogolpe #brasilumabiografia #serrepublicadonobrasilcolônia #linguagemdadestruição #abailarinadamorte","['heloisastarling', 'nãoficção', 'história', 'ciênciaspolíticas', 'amáquinadogolpe', 'brasilumabiografia', 'serrepublicadonobrasilcolônia', 'linguagemdadestruição', 'abailarinadamorte']",2024-04-02 13:00:54
companhiadasletras,3001,19,"""O avesso da pele"" se torna leitura obrigatória do vestibular da UFRGS ✨ Confira as outras obras da Companhia que compõem a lista!

A Universidade Federal do Rio Grande do Sul (UFRGS) divulgou a relação das leituras obrigatórias para o vestibular 2025. Quatro títulos foram incluídos, entre eles estão ""Niketche"", de Paulina Chiziane, e ""O avesso da pele"", de Jeferson Tenório — 
que sofreu uma tentativa de censura pela diretora de uma escola em Santa Cruz do Sul, a 153 km de Porto Alegre.

No carrossel e abaixo, conheça todas as obras da Companhia presentes na lista:

📚 ""O avesso da pele"", de Jeferson Tenório 
📚 ""Coral e outros poemas"", de Sophia de Mello Breyner Andresen
📚 ""A falência"", de Júlia Lopes (publicado pela @penguincompanhia)
📚 ""Niketche"", de Paulina Chiziane
📚 ""Um útero é do tamanho de um punho"", de Angélica Freitas

#vestibular2025 #ufrgs #literatura #leiturasobrigatórias #vestibular #ensino #educação #companhiadasletras #bookgram #bookstagram","['vestibular2025', 'ufrgs', 'literatura', 'leiturasobrigatórias', 'vestibular', 'ensino', 'educação', 'companhiadasletras', 'bookgram', 'bookstagram']",2024-04-02 01:00:29
companhiadasletras,911,16,"#LerParaNãoEsquecer | A cronologia do golpe: 1º-2 de abril de 1964

Já passava da meia-noite do dia 1º para o 2 de abril quando o presidente do Senado, Auro de Moura Andrade, promoveu uma sessão conjunta do Congresso Nacional para declarar vaga a presidência da República – já que, nas suas palavras, João Goulart havia deixado “a nação acéfala” ao sair de Brasília. 

A fala do senador provocou o maior alvoroço no plenário. “Canalhas, canalhas!”, gritou o deputado Tancredo Neves. Isso tudo porque a afirmação não passava de uma mentira: Jango permanecia em território nacional – naquele momento se deslocando para Porto Alegre – e, portanto, no pleno exercício dos poderes. 

Ato contínuo, o presidente da Câmara, Ranieri Mazzilli tomou posse como presidente interino da República em uma cerimônia feita às pressas no Palácio do Planalto. Já era alta madrugada. Ao seu lado estavam Auro de Moura Andrade e o presidente do Supremo Tribunal Federal, Álvaro Ribeiro da Costa. 

A foto com os chefes dos três poderes tinha o objetivo de oferecer ares de institucionalidade para a situação. Só que a linha da inconstitucionalidade já havia sido rompida. 

E, no fim das contas, significou apenas a conclusão de mais uma etapa do golpe de Estado. 

📚 PARA LER E NÃO ESQUECER:

“ALMANAQUE 1964” | Um passeio delicioso e instrutivo sobre um tempo que ajudou a definir com violência e paixão o mundo de hoje.

“TANQUES E TOGAS” | Baseado em ampla pesquisa histórica com documentação inédita, o jornalista Felipe Recondo apresenta o mais completo relato sobre o papel do Supremo Tribunal Federal durante os anos de ditadura.

""OBRA AUTOBIOGRÁFICA"" | A autobiografia intelectual de um dos maiores pensadores brasileiros no século XX: Celso Furtado.

""TANCREDO NEVES E O PRINCÍPE CIVIL"" | A vida e o legado do político que se tornou símbolo da redemocratização brasileira.

📖 Com o mote #LerParaNãoEsquecer, esta campanha busca relembrar, com olhar crítico e atento, um passado não tão recente de nossa história, cujas consequências sentimos até hoje.

✒️ Conteúdo e consultoria: Danilo Marques

#ditaduranuncamais #60anosdogolpe","['LerParaNãoEsquecer', 'LerParaNãoEsquecer', 'ditaduranuncamais', '60anosdogolpe']",2024-04-01 23:35:15
companhiadasletras,614,13,"Que tal participar de um clube de leitura em ABRIL?

Na galeria, indicamos alguns dos vários grupos de discussão parceiros que vão acontecer no mês. Os encontros serão realizados em horários variados e abarcam diferentes gêneros literários. Para mais informações, acesse os perfis dos respectivos clubes.

🔔 Se você organiza um clube de leitura e tem interesse em se tornar parceiro da Companhia, preencha os dados sobre seu clube e entre na lista de espera: bit.ly/3QE269q.

#clubesdeleitura #leitura #bookstagram #companhiadasletras #literatura","['clubesdeleitura', 'leitura', 'bookstagram', 'companhiadasletras', 'literatura']",2024-04-01 23:00:25
companhiadasletras,271,1,"DO QUE É FEITA ""A MÁQUINA DO GOLPE""? 📚

Análise precisa e inédita do golpe de 1964, ""A máquina do golpe"", novo livro de Heloisa Murgel Starling, já está disponível nas plataformas de download. A obra terá seu primeiro lançamento de forma serializada, em formato digital. Serão três partes, cada uma com dois capítulos do livro, que será publicado na íntegra, em formato físico, este ano.

📚 Nesta primeira parte, ""Engrenagens militares e apoio externo"", a autora revisita a mobilização nacional, política e militar, assim como o auxílio prestado pelo governo dos Estados Unidos.

🗓 PARA SALVAR NA AGENDA 
Nesta segunda (01), Heloisa Starling estará no programa Roda Viva (@rodaviva_tvcultura) para falar sobre os 60 anos do golpe de 1964. Participam da bancada de entrevistadores Mário Medeiros, diretor do Arquivo Edgard Leuenroth, Naief Haddad, repórter da Folha de S.Paulo, Paula Miraglia, diretora-geral da Gama Revista, Tatiana Vasconcelos, apresentadora da CBN, e Taina Silva Santos, mestre em História Social pela Unicamp. Os desenhos são feitos pelo cartunista Luciano Veronezi. A partir das 22h, na TV Cultura. 

📖 Livro disponível no Google Play, Kobo, Martins Fontes, Amazon, Skeelo e Apple. Boa leitura! 

#amáquinadogolpe #heloisamurgelstarling #golpe #nãoficção #história #rodaviva","['amáquinadogolpe', 'heloisamurgelstarling', 'golpe', 'nãoficção', 'história', 'rodaviva']",2024-04-01 19:00:12
companhiadasletras,416,4,"CACASO, 80 ANOS: NA CORDA BAMBA ✨

Filho de uma família rural e destinado a trabalhar com criação de gado, Antonio Carlos de Brito encontrou na poesia um sentido para a vida transformando-se em Cacaso, cuja marca era sua sensibilidade combinada com olhar crítico, certa simplicidade com sofisticação literária, e a sutileza com ironia fina. A Companhia publica sua ""POESIA COMPLETA"", volume único com os seis livros que publicou, sessenta letras de músicas e poemas inéditos recolhidos pela editora Heloisa Jahn dos cadernos do autor.

➡️ Em 2024, completam-se 80 anos da data de nascimento de Cacaso - poeta, letrista, crítico, professor, agitador cultural e um dos protagonistas de sua geração. Para celebrar, a Companhia preparou uma série de posts e eventos sobre o autor. Acompanhe!

📽 Cacaso - Na corda bamba

🎨 Capa de Elisa von Randow

#cacaso #cacaso80anos #literatura #poesia #leiapoesia #poesiabrasileira","['cacaso', 'cacaso80anos', 'literatura', 'poesia', 'leiapoesia', 'poesiabrasileira']",2024-04-01 17:01:02
companhiadasletras,979,7,"LANÇAMENTO DE “PASSEIO COM O GIGANTE” 💫

Nesta quarta-feira (03), o autor Michel Laub (@michellaub) estará na Livraria Megafauna (@livrariamegafauna), em São Paulo, para o lançamento do romance “Passeio com o gigante” em um bate-papo com Maria Emília Bender. Esperamos vocês! 

📚 Sobre o livro 
Do autor de “Diário da queda” e um dos principais nomes da literatura brasileira atual, um romance sobre a divisão da comunidade judaica em meio ao extremismo político no Brasil e no mundo. A ironia da obra, com seu choque de visões construído em diferentes vozes, tempos e tons, guia uma tentativa humanista de lidar com um cenário pós-pandemia, em que a memória dos mortos deu lugar ao pragmatismo cínico e às guerras.

💬 “Sou de uma geração que sempre acreditou que a literatura engajada, panfletária, era um barateamento da arte. Mas, de uns tempos para cá, a realidade se tornou tão boçal, e se esfrega na nossa cara com tamanha violência, que se tornou impossível sentar para escrever e não enfrentá-la.” – Michel Laub para O Globo, 2020. 

🔔 QUARTA (03/04), às 19h | Lançamento do livro “PASSEIO “COM O GIGANTE”, de Michel Laub, na Livraria Megafauna, Centro – SÃO PAULO (SP).

#michellaub #passeiocomogigante #literatura #literaturacontemporânea #literaturanacional #evento #megafauna","['michellaub', 'passeiocomogigante', 'literatura', 'literaturacontemporânea', 'literaturanacional', 'evento', 'megafauna']",2024-04-01 13:00:32
companhiadasletras,1228,39,"ABRIL NA COMPANHIA ✨

Neste mês, chegam à estante da Companhia uma nova saga familiar de Abraham Verghese, as memórias de Salman Rushdie, novos romances de autoras brasileiras — Adriana Lisboa, Jeovanna Vieira e Tércia Montenegro —, livros de não ficção para quem se interessa por história, economia, teoria literária e meio ambiente, e muito mais. Confira o que vem por aí e atualize sua lista de desejos!

📚 FICÇÃO:
— ""O pacto da água"", de Abraham Verghese (trad. Odorico Leal)
— ""Virgínia mordida"", de Jeovanna Vieira
— ""Copacabana Dreams"", de Natércia Pontes
— ""Um prego no espelho"", de Tércia Montenegro
— ""Breve história do espírito"", de Sérgio Sant'anna
— ""Pigmento"", de Aline Zouvi - @quadrinhosnacia
— ""Os grandes carnívoros"", de Adriana Lisboa - @editoraalfaguara
— ""Bruxas"", de Brenda Lozano (trad. Silvia Massimini Felix) 

📚 NÃO FICÇÃO:
— ""Faca: Reflexões sobre um atentado"", de Salman Rushdie (trad. Cássio Arantes Leite e José Rubens Siqueira)
— ""A transição inacabada: Violência de Estado e direitos humanos na redemocratização"", de Lucas Pedretti
— ""Carisma e poder: Líderes que moldaram a Europa moderna"", de Ian Kershaw (trad. Paulo Geiger)
— ""Seis passeios pelos bosques da ficção"", de Umberto Eco (trad. Hildegard Feist)
— ""Uma enciclopédia nos trópicos: Memórias de um socioambientalista"", de Beto Ricardo com Ricardo Arnt - @editorazahar
— ""Extremos: Um mapa para entender as desigualdades no Brasil"", de Pedro Fernando Nery - @editorazahar 

#companhiadasletras #editoraalfaguara #editorazahar #quadrinhosnacia","['companhiadasletras', 'editoraalfaguara', 'editorazahar', 'quadrinhosnacia']",2024-04-01 11:00:21
companhiadasletras,1857,35,"PARA CONHECER RAPHAEL MONTES ✨

Raphael Montes (@raphael_montes) nasceu em 1990, no Rio de Janeiro. Escritor e roteirista, foi vencedor do Prêmio Jabuti (2020) com ""Uma mulher no escuro"". Seus livros foram traduzidos em mais de 25 países e tiveram os direitos de adaptação vendidos para o teatro e o cinema. É criador, roteirista-chefe e produtor-executivo da premiada série ""Bom dia, Verônica"".

📚 Agora, o mestre do suspense lança ""UMA FAMÍLIA FELIZ"", uma trama complexa sobre infância e maternidade dentro do mundo de aparências de um condomínio perfeito. No romance, Eva tem a vida perfeita ― até descobrir que está grávida e seu mundo virar de cabeça para baixo. Já nas livrarias!

🍿 Raphael Montes também escreveu o roteiro de ""UMA FAMÍLIA FELIZ"", estrelado por Grazi Massafera e Reynaldo Gianecchini, com direção de José Eduardo Belmonte. Os atores estiveram no estúdio do ""Fantástico"" e conversaram com a apresentadora Maju Coutinho sobre o filme que estreia nos cinemas no dia 4 de abril. Assista hoje!

➡ Quer conhecer mais sobre o autor? Na galeria, confira entrevistas com o autor e as obras que a Companhia publica!

🎨 Capa de Rafael Nobre (@rafaelnobrestudio)

#companhiadasletras #literaturabrasileira #thrillerpsicológico #umafamíliafeliz #raphaelmontes","['companhiadasletras', 'literaturabrasileira', 'thrillerpsicológico', 'umafamíliafeliz', 'raphaelmontes']",2024-03-31 23:00:21
companhiadasletras,1301,12,"#LerParaNãoEsquecer | A cronologia do golpe: 31 de março de 1964

Nas primeiras horas do dia 31 de março de 1964, o comandante da 4ª Região Militar e da 4ª Divisão de Infantaria do I Exército, general Olímpio Mourão Filho, decidiu tomar a frente e atropelar o levante militar que vinha sendo meticulosamente conspirado e costurado ao longo de meses pelo chefe do Estado-Maior do Exército, general Humberto Castello Branco, para derrubar o presidente João Goulart. 

Autonomeou-se “Comandante das Forças em Operações da Defesa da Democracia” e disparou para emissoras de rádio e redações de jornal um “Manifesto à Nação e às Forças Armadas”. O alto comando das Forças Armadas não costumava botar muita fé nas palavras do bravateiro Mourão Filho – até porque seu plano de tomada da Guanabara não era algo propriamente novo. 

Só que, naquele dia, o general mineiro estava com sede de protagonismo e botou os 4 mil soldados do Destacamento Tiradentes em marcha pela estrada União e Indústria, saindo de Juiz de Fora rumo à Guanabara. Naquele dia, o Jornal do Brasil estampou a manchete: “Minas desencadeia luta contra Jango”. 

Já não havia mais volta. O golpe estava oficialmente nas ruas.

📚 PARA LER E NÃO ESQUECER:

“ALMANAQUE 1964” | Um passeio delicioso e instrutivo sobre um tempo que ajudou a definir com violência e paixão o mundo de hoje.

“A POLÍTICA NOS QUARTÉIS” | Revela um ponto de vista original sobre o regime militar brasileiro ao retratar a intensa vida política dentro das Forças Armadas durante o período.

""VOZES DO GOLPE"" | Dois relatos pessoais e duas histórias de ficção sobre o golpe militar de 1964.

""O ESPÍRITO MILITAR"" | Fruto da primeira pesquisa antropológica realizada numa instituição das Forças Armadas brasileiras

📖 Com o mote #LerParaNãoEsquecer, esta campanha busca relembrar, com olhar crítico e atento, um passado não tão recente de nossa história, cujas consequências sentimos até hoje.

✒️ Conteúdo e consultoria: Danilo Marques

#ditaduranuncamais #60anosdogolpe","['LerParaNãoEsquecer', 'LerParaNãoEsquecer', 'ditaduranuncamais', '60anosdogolpe']",2024-03-31 21:21:35
companhiadasletras,448,20,"AS MULHERES DA COMPANHIA INDICAM 💫 

Para fechar o Mês da Mulher, a Companhia das Letras destaca não só as autoras e suas obras de nosso catálogo, mas também quem se dedica aos bastidores dos livros. Nossa última dica é de Mariana Metidieri, do departamento de Arte, que fala sobre ""Oração para Desaparecer"", de Socorro Acioli (@socorroacioli).

📚 Sobre a autora 
Nasceu em Fortaleza, Ceará, em 1975. Jornalista e doutora em estudos de literatura pela Universidade Federal Fluminense (UFF), é professora e coordenadora da especialização em escrita e criação da Universidade de Fortaleza (Unifor). É autora de mais de vinte livros publicados, entre eles os romances ""A cabeça do santo"" e ""Oração para Desaparecer"".

💬 “Nunca me contaram que algumas coisas acontecem uma vez, e se forem perdidas, nunca voltam.” — Socorro Acioli em ""Oração para Desaparecer""

➡️ Conheça o projeto Leia Mulheres (@_leiamulheres)

#socorroacioli #oraçãoparadesaparecer #literatura #leiamulheres #literaturanacional","['socorroacioli', 'oraçãoparadesaparecer', 'literatura', 'leiamulheres', 'literaturanacional']",2024-03-31 19:01:44
companhiadasletras,253,1,"Na terça-feira, 2 de abril, às 19h, o Sesc Vila Mariana realiza o bate-papo ""Ler para Não Esquecer"", em parceria com a editora Companhia das Letras (@companhiadasletras). Participam as escritoras Laura Mattos, jornalista e autora de ""Herói Mutilado – Roque Santeiro e os bastidores da censura à TV na ditadura"" e Luiza Villaméa (@Luiza Villaméa), jornalista e autora de ""A Torre – O cotidiano de mulheres encarceradas pela ditadura"". A conversa irá abordar tópicos das pesquisas que resultaram nos livros, fazendo um apanhado histórico dos acontecimentos do período, em paralelo com a realidade da nossa democracia, seis décadas depois do golpe de 1964. A mediação será da jornalista Marina Amaral.

O evento acontece no Auditório do Sesc Vila Mariana. Os ingressos gratuitos podem ser retirados no aplicativo Credencial Sesc SP, a partir de 1/4, às 17h, e nas bilheterias das unidades, em 2/4. 

A programação integra o projeto Territórios do Lembrar, do Sesc Vila Mariana, que pretende contribuir para o debate público em torno das questões da memória e do patrimônio histórico, no ano em que o Brasil rememora os 60 anos do golpe civil-militar. Mais informações em: sescsp.org.br/projetos/territorios-do-lembrar

#pratodomundover card azul com as informações do bate-papo e fotos em preto e branco das três jornalistas que participam do evento.

#TerritoriosDoLembrar #literatura #bate-papo #jornalismo #CompanhiaDasLetras #SescVilaMariana #ditaduramilitar #sescsp","['pratodomundover', 'TerritoriosDoLembrar', 'literatura', 'bate', 'jornalismo', 'CompanhiaDasLetras', 'SescVilaMariana', 'ditaduramilitar', 'sescsp']",2024-03-31 17:07:13
companhiadasletras,630,2,"SOBRE A APRENDIZAGEM DO MEDO E DO AMOR ⚡️

Lançado por Ferréz (ferrezoficial) pela primeira vez em 2003, ""MANUAL PRÁTICO DO ÓDIO"" é um registro feito de dentro de uma periferia urbana muito diferente da de hoje. Vinte anos depois, esta nova edição é um convite para analisar esse passado recente, para entender o que mudou e, sobretudo, o que permanece igual. Já nas livrarias!

📚 Sobre o livro:
Desde a primeira página, Manual prático do ódio constrói um mosaico de cenários e estados de espírito que remetem a um espaço-tempo bem definido: a periferia de São Paulo do início dos anos 2000. Entre os flashes de cenas e personagens, descobrimos um grupo de amigos que, após anos tentando melhorar de vida por meios lícitos e ilícitos, planejam aquele que deverá ser o golpe definitivo para deixarem a pobreza: o assalto a um banco.

Se em ""Capão Pecado"", livro que tornou Ferréz conhecido e marcou um novo momento da produção literária nas periferias, a violência já aparecia como uma constante, aqui o autor vai ainda mais fundo, mergulhando nos pensamentos desse grupo de amigos em situação-limite, que arriscam a vida na tentativa de melhorá-la.

🎨 Capa de Oga Mendonça com foto de Ênio Cesar

#companhidasletras #agendadasemana #manualpráticodoódio #ferréz #capãppecado #literaturabrasileira","['companhidasletras', 'agendadasemana', 'manualpráticodoódio', 'ferréz', 'capãppecado', 'literaturabrasileira']",2024-03-31 01:00:26
